Институт,Учебная группа,Право,Физическая культура,Инженерная и компьютерная графика,История,Безопасность жизнедеятельности,Инженерная и компьютерная графика.1,История.1,Химия,Иностранный язык,Геодезия,Инженерная компьютерная графика,Информатика,Программирование и алгоритмизация,Практическая фонетика,Математика,Иностранный язык.1,Долги
0.2788671023965142,0.2957516339869281,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,3,-1,2.0
0.0305010893246187,0.1830065359477124,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.2070927136286613,0.2957516339869281,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,3,-1,2.0
0.0610021786492374,0.1830065359477124,-1,-1,-1,1,-1,0,-1,2,3,3,-1,5,-1,-1,3,-1,2.0
0.2652505446623093,0.1830065359477124,-1,-1,-1,0,-1,4,-1,2,3,3,-1,3,-1,-1,3,-1,2.0
0.169000933706816,0.0610021786492374,-1,1,-1,1,-1,-1,-1,-1,3,-1,4,-1,5,-1,2,-1,1.0
0.1903024775801793,0.1971677559912854,-1,-1,-1,1,-1,3,-1,2,3,4,-1,4,-1,-1,3,-1,1.0
0.190136660724896,0.1075460487225193,-1,-1,-1,1,-1,4,-1,2,3,4,-1,4,-1,-1,2,-1,2.0
0.1830065359477124,0.1830065359477124,-1,-1,-1,1,-1,4,-1,2,3,-1,-1,4,-1,-1,3,-1,1.0
0.2201582387340901,0.147875816993464,-1,-1,-1,1,-1,5,-1,3,2,4,-1,4,-1,-1,3,-1,1.0
0.0457516339869281,0.1830065359477124,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.2033273915626856,0.2366013071895424,-1,-1,-1,0,-1,2,-1,2,2,0,-1,3,-1,-1,3,-1,5.0
0.0366013071895424,0.1830065359477124,-1,1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,3,-1,4,1.0
0.3536673928830791,0.4547152194211017,-1,-1,-1,1,-1,3,-1,2,4,4,-1,4,-1,-1,3,-1,1.0
0.2253481102585962,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,0,-1,3,-1,3,-1,3,-1,1.0
0.0610021786492374,0.0915032679738562,-1,1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,3,-1,0,1.0
0.2137369567710124,0.3118580765639588,-1,-1,-1,0,-1,2,-1,2,2,3,-1,0,-1,-1,3,-1,5.0
0.1675266597867216,0.363834422657952,-1,1,-1,1,-1,-1,-1,-1,2,-1,2,-1,3,-1,2,-1,3.0
0.1971677559912854,0.0915032679738562,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,3,-1,2,-1,1.0
0.1993464052287581,0.3943355119825708,-1,-1,-1,1,-1,0,-1,2,2,0,-1,3,-1,-1,3,-1,4.0
0.2153422772617819,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,2,-1,2,-1,3.0
0.022875816993464,0.0366013071895424,-1,-1,1,1,-1,-1,-1,2,2,-1,-1,0,-1,-1,3,-1,3.0
0.2112648981161091,0.2893642305407011,-1,-1,-1,1,-1,3,-1,2,4,4,-1,4,-1,-1,3,-1,1.0
0.0261437908496732,0.0915032679738562,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.0915032679738562,0.1830065359477124,-1,1,-1,-1,5,-1,2,-1,-1,-1,-1,-1,-1,3,-1,3,1.0
0.2208216619981326,0.2366013071895424,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.1314451706608569,0.0366013071895424,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.2489017464909461,0.727668845315904,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,2,-1,3.0
0.2052287581699346,0.1830065359477124,-1,0,-1,0,-1,-1,-1,-1,2,-1,0,-1,0,-1,0,-1,6.0
0.1314451706608569,0.1971677559912854,-1,-1,0,0,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,3.0
0.18417965476789,0.0915032679738562,-1,-1,-1,1,-1,4,-1,2,2,4,-1,3,-1,-1,3,-1,2.0
0.0695886197616301,0.0457516339869281,-1,1,-1,1,-1,-1,-1,-1,2,-1,0,-1,0,-1,0,-1,4.0
0.121278140885984,0.1971677559912854,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.1075460487225193,0.147875816993464,-1,-1,1,1,-1,-1,-1,2,4,-1,-1,3,-1,-1,3,-1,1.0
0.1075460487225193,0.5915032679738562,0,1,-1,0,-1,-1,-1,-1,3,-1,-1,3,-1,-1,3,-1,2.0
0.215958605664488,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,2,-1,2,-1,4,-1,0,-1,3.0
0.1874082966519941,0.1971677559912854,-1,-1,-1,1,-1,4,-1,2,2,3,-1,3,-1,-1,3,-1,2.0
0.244887202192705,0.545751633986928,-1,-1,-1,1,-1,3,-1,2,3,3,-1,3,-1,-1,3,-1,1.0
0.0915032679738562,0.1830065359477124,0,-1,-1,1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,3,-1,3.0
0.1996667948225041,0.1830065359477124,-1,-1,-1,0,-1,2,-1,2,2,3,-1,0,-1,-1,2,-1,6.0
0.2175536881419234,0.363834422657952,-1,-1,-1,1,-1,5,-1,3,2,4,-1,3,-1,-1,3,-1,1.0
0.2317098882563778,0.397875816993464,-1,-1,-1,0,-1,3,-1,2,3,4,-1,4,-1,-1,3,-1,2.0
0.0366013071895424,0.0915032679738562,-1,-1,1,1,-1,-1,-1,0,3,-1,-1,3,-1,-1,3,-1,1.0
0.1830065359477124,0.1830065359477124,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.2176668647256882,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,5,-1,5,-1,2,-1,3,-1,1.0
0.1039526921879862,0.0610021786492374,-1,-1,0,1,-1,-1,-1,2,2,-1,-1,3,-1,-1,3,-1,3.0
0.1742919389978213,0.1830065359477124,-1,-1,-1,1,-1,2,-1,2,2,3,-1,3,-1,-1,3,-1,3.0
0.2290002420721375,0.545751633986928,-1,-1,-1,1,-1,3,-1,2,2,0,-1,4,-1,-1,3,-1,3.0
0.2052287581699346,0.2652505446623093,-1,-1,-1,1,-1,4,-1,3,2,3,-1,3,-1,-1,3,-1,1.0
0.2040668119099491,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,3,-1,2,-1,1.0
0.1778914464336459,0.0610021786492374,-1,-1,-1,0,-1,2,-1,2,3,3,-1,3,-1,-1,3,-1,3.0
0.2234407887448764,0.1830065359477124,-1,-1,-1,0,-1,0,-1,2,2,0,-1,0,-1,-1,2,-1,7.0
0.2091503267973856,0.1314451706608569,-1,-1,-1,1,-1,3,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.261437908496732,0.2366013071895424,-1,-1,-1,1,-1,3,-1,2,2,4,-1,4,-1,-1,3,-1,2.0
0.2091503267973856,0.4547152194211017,-1,1,-1,1,-1,-1,-1,-1,3,-1,2,-1,3,-1,2,-1,2.0
0.0457516339869281,0.0915032679738562,-1,-1,-1,0,-1,0,-1,2,4,0,-1,0,-1,-1,2,-1,6.0
0.2363834422657952,0.5915032679738562,-1,-1,-1,1,-1,0,-1,2,2,0,-1,0,-1,-1,0,-1,6.0
0.2273057371096586,0.5915032679738562,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.2135582915336677,0.0610021786492374,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,3,-1,0,-1,1.0
0.3183006535947712,0.397875816993464,-1,-1,-1,1,-1,3,-1,2,5,3,-1,4,-1,-1,3,-1,1.0
0.073937908496732,0.0610021786492374,-1,1,-1,1,-1,-1,-1,-1,4,-1,3,-1,3,-1,2,-1,1.0
0.1818445896877269,0.0915032679738562,-1,-1,-1,1,-1,2,-1,2,3,3,-1,3,-1,-1,3,-1,2.0
0.0610021786492374,0.0610021786492374,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,3,-1,-1,2,-1,1.0
0.0457516339869281,0.1830065359477124,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.2272932161370295,0.397875816993464,-1,-1,-1,1,-1,4,-1,2,3,4,-1,5,-1,-1,3,-1,1.0
0.1830065359477124,0.1830065359477124,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.2323892519970951,0.169000933706816,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,3,-1,2.0
0.084500466853408,0.0915032679738562,-1,-1,0,1,-1,-1,-1,3,4,-1,-1,3,-1,-1,4,-1,1.0
0.0305010893246187,0.1830065359477124,-1,-1,-1,1,-1,-1,-1,2,3,-1,-1,4,-1,-1,3,-1,1.0
0.0915032679738562,0.0915032679738562,-1,-1,-1,1,-1,3,-1,3,2,-1,-1,4,-1,-1,3,-1,1.0
0.2112648981161091,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,4,-1,3,-1,1.0
0.1183006535947712,0.169000933706816,-1,-1,1,1,-1,-1,-1,0,3,-1,-1,3,-1,-1,3,-1,1.0
0.0183006535947712,0.1830065359477124,1,0,-1,0,-1,-1,-1,-1,2,-1,-1,2,-1,-1,2,-1,5.0
0.0457516339869281,0.1830065359477124,-1,1,1,1,-1,-1,-1,2,5,-1,-1,5,-1,-1,3,-1,1.0
0.0610021786492374,0.0610021786492374,-1,-1,0,1,-1,-1,-1,2,2,-1,-1,3,-1,-1,3,-1,3.0
0.224468954248366,0.3536673928830791,-1,-1,-1,1,-1,4,-1,2,4,3,-1,4,-1,-1,4,-1,1.0
0.0305010893246187,0.0610021786492374,-1,-1,0,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,2.0
0.2460592079969242,0.1971677559912854,-1,-1,-1,1,-1,3,-1,2,2,0,-1,4,-1,-1,3,-1,3.0
0.1913126361655773,0.2366013071895424,-1,-1,-1,1,-1,3,-1,2,3,3,-1,3,-1,-1,3,-1,1.0
0.2366013071895424,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.2394335511982571,0.4547152194211017,-1,-1,-1,1,-1,3,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.0610021786492374,0.1830065359477124,-1,-1,-1,1,-1,-1,-1,2,3,-1,-1,5,-1,-1,3,-1,1.0
0.2211623388093976,0.3943355119825708,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,2,-1,2.0
0.121278140885984,0.2366013071895424,-1,1,-1,1,-1,-1,-1,-1,2,-1,0,-1,0,-1,0,-1,4.0
0.2378079436902966,0.3943355119825708,-1,1,-1,1,-1,-1,-1,-1,3,-1,2,-1,5,-1,3,-1,1.0
0.2176668647256882,0.3183006535947712,-1,-1,-1,1,-1,3,-1,3,3,4,-1,3,-1,-1,0,-1,1.0
0.1830065359477124,0.1830065359477124,-1,1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,3,-1,5,1.0
0.084500466853408,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,4,-1,3,-1,1.0
0.2208216619981326,0.4366013071895424,-1,-1,-1,1,-1,3,-1,3,2,3,-1,4,-1,-1,3,-1,1.0
0.1890264877880977,0.1830065359477124,-1,-1,-1,1,-1,4,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.3943355119825708,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,2,-1,5,-1,5,-1,3,-1,1.0
0.0203340595497458,0.0915032679738562,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,2,-1,-1,2,-1,2.0
0.0910005027652086,0.0610021786492374,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.169000933706816,0.1830065359477124,-1,0,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,3,-1,3,3.0
0.2073202614379085,0.5915032679738562,-1,-1,-1,1,-1,3,-1,2,2,0,-1,5,-1,-1,4,-1,3.0
0.1859774212715389,0.1830065359477124,-1,-1,-1,1,-1,3,-1,2,3,3,-1,3,-1,-1,2,-1,2.0
0.397875816993464,0.5305010893246187,-1,-1,-1,1,-1,3,-1,2,2,0,-1,4,-1,-1,3,-1,3.0
0.136437908496732,0.2957516339869281,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.3118580765639588,0.4366013071895424,-1,-1,-1,0,-1,3,-1,0,2,0,-1,4,-1,-1,2,-1,5.0
0.190136660724896,0.0915032679738562,-1,1,-1,1,-1,-1,-1,-1,2,-1,4,-1,0,-1,2,-1,3.0
0.147875816993464,0.0457516339869281,-1,1,-1,1,-1,-1,-1,-1,3,-1,5,-1,3,-1,2,-1,1.0
0.363834422657952,0.545751633986928,-1,-1,-1,1,-1,4,-1,2,4,4,-1,4,-1,-1,3,-1,1.0
0.0788671023965141,0.0610021786492374,-1,-1,0,0,-1,-1,-1,2,2,-1,-1,3,-1,-1,3,-1,4.0
0.1091503267973856,0.0915032679738562,-1,-1,0,1,-1,-1,-1,2,3,-1,-1,4,-1,-1,2,-1,3.0
0.2273576097105508,0.0610021786492374,-1,-1,-1,0,-1,2,-1,2,2,0,-1,0,-1,-1,3,-1,6.0
0.1183006535947712,0.0305010893246187,-1,0,-1,1,-1,-1,-1,-1,2,-1,5,-1,4,-1,3,-1,2.0
0.2290002420721375,0.2957516339869281,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,4,-1,3,-1,1.0
0.0915032679738562,0.0915032679738562,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,4,-1,-1,2,-1,1.0
0.2061002178649237,0.169000933706816,-1,1,-1,1,-1,-1,-1,-1,2,-1,4,-1,4,-1,3,-1,1.0
0.2186430127606598,0.0915032679738562,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
0.022875816993464,0.1830065359477124,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,0,-1,2.0
0.2957516339869281,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,4,-1,0,-1,1.0
0.0305010893246187,0.1830065359477124,-1,0,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,2,-1,3,4.0
0.1991907874260815,0.1830065359477124,-1,1,-1,1,-1,-1,-1,-1,4,-1,5,-1,0,-1,2,-1,2.0
0.1795751633986928,0.0610021786492374,-1,-1,-1,0,-1,0,-1,2,4,3,-1,4,-1,-1,3,-1,3.0
0.1148950808393532,0.1830065359477124,-1,-1,1,0,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,2.0
0.2132071219292314,0.363834422657952,-1,-1,-1,0,-1,2,-1,2,3,0,-1,3,-1,-1,2,-1,5.0
0.1830065359477124,0.1830065359477124,1,-1,-1,1,-1,-1,-1,-1,4,-1,-1,3,-1,-1,2,-1,1.0
0.0366013071895424,0.0915032679738562,-1,1,1,1,-1,-1,-1,3,2,-1,-1,3,-1,-1,3,-1,1.0
