Институт,Учебная группа,result,Право,Физическая культура,Инженерная и компьютерная графика,История,Безопасность жизнедеятельности,Инженерная и компьютерная графика.1,История.1,Химия,Иностранный язык,Геодезия,Инженерная компьютерная графика,Информатика,Программирование и алгоритмизация,Практическая фонетика,Математика,Иностранный язык.1,Долги
0.1830065359477124,0.1830065359477124,0,-1,1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,3,-1,5,1.0
0.0915032679738562,0.1830065359477124,0,-1,1,-1,-1,5,-1,2,-1,-1,-1,-1,-1,-1,3,-1,3,1.0
0.061002178649237467,0.0915032679738562,0,-1,1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,3,-1,0,1.0
0.0457516339869281,0.1830065359477124,0,-1,1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,3,-1,4,1.0
0.03660130718954248,0.1830065359477124,0,-1,1,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,3,-1,4,1.0
0.030501089324618733,0.1830065359477124,1,-1,0,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,2,-1,3,4.0
0.16900093370681607,0.1830065359477124,0,-1,0,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,3,-1,3,3.0
0.1830065359477124,0.1830065359477124,0,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.0915032679738562,0.0915032679738562,0,-1,-1,0,1,-1,-1,-1,2,4,-1,-1,4,-1,-1,3,-1,2.0
0.061002178649237467,0.1830065359477124,0,-1,-1,-1,1,-1,-1,-1,2,3,-1,-1,5,-1,-1,3,-1,1.0
0.0457516339869281,0.1830065359477124,0,-1,1,1,1,-1,-1,-1,2,5,-1,-1,5,-1,-1,3,-1,1.0
0.03660130718954248,0.0915032679738562,0,-1,1,1,1,-1,-1,-1,3,2,-1,-1,3,-1,-1,3,-1,1.0
0.030501089324618733,0.1830065359477124,0,-1,-1,-1,1,-1,-1,-1,2,3,-1,-1,4,-1,-1,3,-1,1.0
0.1830065359477124,0.1830065359477124,0,1,-1,-1,1,-1,-1,-1,-1,4,-1,-1,3,-1,-1,2,-1,1.0
0.0915032679738562,0.1830065359477124,1,0,-1,-1,1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,3,-1,3.0
0.39433551198257083,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,5,-1,5,-1,3,-1,1.0
0.2957516339869281,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,4,-1,0,-1,1.0
0.23660130718954248,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.19716775599128541,0.0915032679738562,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,3,-1,2,-1,1.0
0.16900093370681607,0.061002178649237467,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,4,-1,5,-1,2,-1,1.0
0.14787581699346405,0.0457516339869281,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,5,-1,3,-1,2,-1,1.0
0.13144517066085692,0.03660130718954248,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.11830065359477124,0.030501089324618733,0,-1,0,-1,1,-1,-1,-1,-1,2,-1,5,-1,4,-1,3,-1,2.0
0.10754604872251931,0.1830065359477124,0,-1,1,-1,0,-1,-1,-1,-1,3,-1,3,-1,3,-1,3,-1,1.0
0.09858387799564271,0.0915032679738562,0,-1,1,-1,1,-1,-1,-1,-1,4,-1,2,-1,3,-1,3,-1,1.0
0.09100050276520864,0.061002178649237467,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.08450046685340803,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,4,-1,3,-1,1.0
0.07886710239651416,0.0915032679738562,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,5,-1,2,-1,1.0
0.07393790849673203,0.061002178649237467,0,-1,1,-1,1,-1,-1,-1,-1,4,-1,3,-1,3,-1,2,-1,1.0
0.06958861976163014,0.0457516339869281,1,-1,1,-1,1,-1,-1,-1,-1,2,-1,0,-1,0,-1,0,-1,4.0
0.12127814088598401,0.23660130718954248,1,-1,1,-1,1,-1,-1,-1,-1,2,-1,0,-1,0,-1,0,-1,4.0
0.16752665978672168,0.363834422657952,1,-1,1,-1,1,-1,-1,-1,-1,2,-1,2,-1,3,-1,2,-1,3.0
0.20915032679738563,0.45471521942110177,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,2,-1,3,-1,2,-1,2.0
0.19919078742608157,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,4,-1,5,-1,0,-1,2,-1,2.0
0.19013666072489602,0.0915032679738562,1,-1,1,-1,1,-1,-1,-1,-1,2,-1,4,-1,0,-1,2,-1,3.0
0.2253481102585962,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,0,-1,3,-1,3,-1,3,-1,1.0
0.21595860566448802,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,2,-1,4,-1,0,-1,3.0
0.2073202614379085,0.0915032679738562,1,-1,0,-1,0,-1,-1,-1,-1,2,-1,0,-1,0,-1,2,-1,6.0
0.23780794369029665,0.39433551198257083,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,2,-1,5,-1,3,-1,1.0
0.2290002420721375,0.2957516339869281,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,4,-1,3,-1,1.0
0.2208216619981326,0.23660130718954248,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.21320712192923147,0.19716775599128541,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,0,-1,4,-1,2,-1,3.0
0.20610021786492375,0.16900093370681607,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,4,-1,4,-1,3,-1,1.0
0.1994518237402488,0.14787581699346405,1,-1,1,-1,0,-1,-1,-1,-1,2,-1,2,-1,3,-1,2,-1,4.0
0.22446895424836602,0.24255628177196803,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.21766686472568827,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,5,-1,5,-1,2,-1,3,-1,1.0
0.21126489811610918,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,4,-1,3,-1,1.0
0.20522875816993466,0.1830065359477124,1,-1,0,-1,0,-1,-1,-1,-1,2,-1,0,-1,0,-1,0,-1,6.0
0.22730573710965865,0.5915032679738562,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,-1,1.0
0.22116233880939762,0.39433551198257083,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,3,-1,2,-1,2.0
0.2153422772617819,0.1830065359477124,1,-1,1,-1,1,-1,-1,-1,-1,2,-1,3,-1,2,-1,2,-1,3.0
0.23546170604994132,0.5915032679738562,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,0,-1,2,-1,2.0
0.2295751633986928,0.39433551198257083,0,-1,1,-1,0,-1,-1,-1,-1,3,-1,3,-1,0,-1,3,-1,2.0
0.22397576916945638,0.1830065359477124,0,-1,0,-1,1,-1,-1,-1,-1,2,-1,4,-1,4,-1,3,-1,2.0
0.2186430127606598,0.0915032679738562,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
0.2135582915336677,0.061002178649237467,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,3,-1,0,-1,1.0
0.20870469399881164,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,2,-1,0,-1,5,-1,5,-1,2.0
0.20406681190994916,0.1830065359477124,0,-1,1,-1,1,-1,-1,-1,-1,3,-1,3,-1,3,-1,2,-1,1.0
0.1830065359477124,0.1830065359477124,0,-1,-1,-1,1,-1,4,-1,2,3,-1,-1,4,-1,-1,3,-1,1.0
0.0915032679738562,0.0915032679738562,0,-1,-1,-1,1,-1,3,-1,3,2,-1,-1,4,-1,-1,3,-1,1.0
0.061002178649237467,0.1830065359477124,0,-1,-1,-1,1,-1,0,-1,2,3,3,-1,5,-1,-1,3,-1,2.0
0.0457516339869281,0.0915032679738562,1,-1,-1,-1,0,-1,0,-1,2,4,0,-1,0,-1,-1,2,-1,6.0
0.23660130718954248,0.39433551198257083,1,-1,-1,-1,1,-1,0,-1,2,2,0,-1,0,-1,-1,2,-1,6.0
0.363834422657952,0.545751633986928,0,-1,-1,-1,1,-1,4,-1,2,4,4,-1,4,-1,-1,3,-1,1.0
0.31185807656395886,0.43660130718954243,1,-1,-1,-1,0,-1,3,-1,0,2,0,-1,4,-1,-1,2,-1,5.0
0.397875816993464,0.5305010893246187,0,-1,-1,-1,1,-1,3,-1,2,2,0,-1,4,-1,-1,3,-1,3.0
0.35366739288307913,0.45471521942110177,0,-1,-1,-1,1,-1,3,-1,2,4,4,-1,4,-1,-1,3,-1,1.0
0.3183006535947712,0.397875816993464,0,-1,-1,-1,1,-1,3,-1,2,5,3,-1,4,-1,-1,3,-1,1.0
0.2893642305407011,0.35366739288307913,0,-1,-1,-1,1,-1,3,-1,2,2,3,-1,3,-1,-1,2,-1,3.0
0.26525054466230935,0.1830065359477124,0,-1,-1,-1,0,-1,4,-1,2,3,3,-1,3,-1,-1,3,-1,2.0
0.24484665661136248,0.0915032679738562,0,-1,-1,-1,1,-1,2,-1,2,3,0,-1,3,-1,-1,3,-1,3.0
0.22735760971055088,0.061002178649237467,1,-1,-1,-1,0,-1,2,-1,2,2,0,-1,0,-1,-1,3,-1,6.0
0.2788671023965142,0.2957516339869281,0,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,3,-1,2.0
0.26143790849673204,0.23660130718954248,0,-1,-1,-1,1,-1,3,-1,2,2,4,-1,4,-1,-1,3,-1,2.0
0.24605920799692427,0.19716775599128541,0,-1,-1,-1,1,-1,3,-1,2,2,0,-1,4,-1,-1,3,-1,3.0
0.23238925199709515,0.16900093370681607,0,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,3,-1,2.0
0.22015823873409013,0.14787581699346405,0,-1,-1,-1,1,-1,5,-1,3,2,4,-1,4,-1,-1,3,-1,1.0
0.20915032679738563,0.13144517066085692,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.19919078742608157,0.11830065359477124,0,-1,-1,-1,1,-1,5,-1,2,2,3,-1,4,-1,-1,2,-1,3.0
0.19013666072489602,0.10754604872251931,0,-1,-1,-1,1,-1,4,-1,2,3,4,-1,4,-1,-1,2,-1,2.0
0.18186984938903097,0.09858387799564271,0,-1,-1,-1,0,-1,3,-1,3,3,3,-1,3,-1,-1,3,-1,1.0
0.17429193899782136,0.1830065359477124,1,-1,-1,-1,1,-1,2,-1,2,2,3,-1,3,-1,-1,3,-1,3.0
0.2073202614379085,0.5915032679738562,0,-1,-1,-1,1,-1,3,-1,2,2,0,-1,5,-1,-1,4,-1,3.0
0.19934640522875818,0.39433551198257083,1,-1,-1,-1,1,-1,0,-1,2,2,0,-1,3,-1,-1,3,-1,4.0
0.2290002420721375,0.545751633986928,0,-1,-1,-1,1,-1,3,-1,2,2,0,-1,4,-1,-1,3,-1,3.0
0.2208216619981326,0.43660130718954243,0,-1,-1,-1,1,-1,3,-1,3,2,3,-1,4,-1,-1,3,-1,1.0
0.21320712192923147,0.363834422657952,1,-1,-1,-1,0,-1,2,-1,2,3,0,-1,3,-1,-1,2,-1,5.0
0.2394335511982571,0.45471521942110177,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.23170988825637784,0.397875816993464,0,-1,-1,-1,0,-1,3,-1,2,3,4,-1,4,-1,-1,3,-1,2.0
0.22446895424836602,0.35366739288307913,0,-1,-1,-1,1,-1,4,-1,2,4,3,-1,4,-1,-1,4,-1,1.0
0.21766686472568827,0.3183006535947712,0,-1,-1,-1,1,-1,3,-1,3,3,4,-1,3,-1,-1,0,-1,1.0
0.21126489811610918,0.2893642305407011,0,-1,-1,-1,1,-1,3,-1,2,4,4,-1,4,-1,-1,3,-1,1.0
0.20522875816993466,0.26525054466230935,0,-1,-1,-1,1,-1,4,-1,3,2,3,-1,3,-1,-1,3,-1,1.0
0.19952795933188092,0.24484665661136248,0,-1,-1,-1,1,-1,2,-1,2,3,3,-1,4,-1,-1,4,-1,2.0
0.19413531178237062,0.22735760971055088,0,-1,-1,-1,1,-1,2,-1,2,3,4,-1,5,-1,-1,4,-1,2.0
0.1890264877880977,0.1830065359477124,0,-1,-1,-1,1,-1,4,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.18417965476789006,0.0915032679738562,0,-1,-1,-1,1,-1,4,-1,2,2,4,-1,3,-1,-1,3,-1,2.0
0.1795751633986928,0.061002178649237467,1,-1,-1,-1,0,-1,0,-1,2,4,3,-1,4,-1,-1,3,-1,3.0
0.19958552526701737,0.2957516339869281,0,-1,-1,-1,1,-1,4,-1,2,3,3,-1,4,-1,-1,3,-1,1.0
0.194833488951136,0.23660130718954248,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,4,-1,-1,2,-1,2.0
0.19030247758017935,0.19716775599128541,0,-1,-1,-1,1,-1,3,-1,2,3,4,-1,4,-1,-1,3,-1,1.0
0.1859774212715389,0.1830065359477124,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,3,-1,-1,2,-1,2.0
0.18184458968772693,0.0915032679738562,0,-1,-1,-1,1,-1,2,-1,2,3,3,-1,3,-1,-1,3,-1,2.0
0.1778914464336459,0.061002178649237467,1,-1,-1,-1,0,-1,2,-1,2,3,3,-1,3,-1,-1,3,-1,3.0
0.19538311778612152,0.2957516339869281,0,-1,-1,-1,1,-1,3,-1,2,3,4,-1,5,-1,-1,3,-1,1.0
0.19131263616557734,0.23660130718954248,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,3,-1,-1,3,-1,1.0
0.18740829665199413,0.19716775599128541,0,-1,-1,-1,1,-1,4,-1,2,2,3,-1,3,-1,-1,3,-1,2.0
0.18366013071895423,0.16900093370681607,1,-1,-1,-1,0,-1,0,-1,2,2,3,-1,3,-1,-1,2,-1,5.0
0.19966679482250416,0.1830065359477124,1,-1,-1,-1,0,-1,2,-1,2,2,3,-1,0,-1,-1,2,-1,6.0
0.21505781799899445,0.5915032679738562,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,0,-1,-1,3,-1,1.0
0.21100012331976814,0.39433551198257083,0,-1,-1,-1,1,-1,3,-1,2,2,3,-1,0,-1,-1,3,-1,2.0
0.20709271362866133,0.2957516339869281,0,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,3,-1,2.0
0.20332739156268567,0.23660130718954248,1,-1,-1,-1,0,-1,2,-1,2,2,0,-1,3,-1,-1,3,-1,5.0
0.2175536881419234,0.363834422657952,0,-1,-1,-1,1,-1,5,-1,3,2,4,-1,3,-1,-1,3,-1,1.0
0.21373695677101248,0.31185807656395886,1,-1,-1,-1,0,-1,2,-1,2,2,3,-1,0,-1,-1,3,-1,5.0
0.22729321613702952,0.397875816993464,0,-1,-1,-1,1,-1,4,-1,2,3,4,-1,5,-1,-1,3,-1,1.0
0.22344078874487647,0.1830065359477124,1,-1,-1,-1,0,-1,0,-1,2,2,0,-1,0,-1,-1,2,-1,7.0
0.2363834422657952,0.5915032679738562,1,-1,-1,-1,1,-1,0,-1,2,2,0,-1,0,-1,-1,0,-1,6.0
0.2489017464909461,0.727668845315904,0,-1,-1,-1,1,-1,3,-1,2,2,3,-1,4,-1,-1,2,-1,3.0
0.24488720219270502,0.545751633986928,0,-1,-1,-1,1,-1,3,-1,2,3,3,-1,3,-1,-1,3,-1,1.0
0.24100010374520178,0.43660130718954243,0,-1,-1,-1,1,-1,0,-1,3,4,3,-1,3,-1,-1,3,-1,1.0
0.1830065359477124,0.1830065359477124,0,-1,-1,1,1,-1,-1,-1,3,2,-1,-1,3,-1,-1,3,-1,1.0
0.0915032679738562,0.0915032679738562,0,-1,-1,1,0,-1,-1,-1,2,2,-1,-1,4,-1,-1,3,-1,3.0
0.061002178649237467,0.061002178649237467,0,-1,-1,0,1,-1,-1,-1,2,2,-1,-1,3,-1,-1,3,-1,3.0
0.0457516339869281,0.1830065359477124,0,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.03660130718954248,0.0915032679738562,0,-1,-1,1,1,-1,-1,-1,0,3,-1,-1,3,-1,-1,3,-1,1.0
0.030501089324618733,0.061002178649237467,0,-1,-1,0,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,2.0
0.0261437908496732,0.0457516339869281,0,-1,-1,1,0,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,2.0
0.02287581699346405,0.03660130718954248,1,-1,-1,1,1,-1,-1,-1,2,2,-1,-1,0,-1,-1,3,-1,3.0
0.13144517066085692,0.19716775599128541,0,-1,-1,0,0,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,3.0
0.11830065359477124,0.16900093370681607,0,-1,-1,1,1,-1,-1,-1,0,3,-1,-1,3,-1,-1,3,-1,1.0
0.10754604872251931,0.14787581699346405,0,-1,-1,1,1,-1,-1,-1,2,4,-1,-1,3,-1,-1,3,-1,1.0
0.09858387799564271,0.13144517066085692,0,-1,-1,1,1,-1,-1,-1,2,5,-1,-1,3,-1,-1,4,-1,1.0
0.09100050276520864,0.1830065359477124,0,-1,-1,1,0,-1,-1,-1,3,3,-1,-1,3,-1,-1,3,-1,1.0
0.08450046685340803,0.0915032679738562,0,-1,-1,0,1,-1,-1,-1,3,4,-1,-1,3,-1,-1,4,-1,1.0
0.07886710239651416,0.061002178649237467,1,-1,-1,0,0,-1,-1,-1,2,2,-1,-1,3,-1,-1,3,-1,4.0
0.136437908496732,0.2957516339869281,0,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.12841214917339483,0.23660130718954248,0,-1,-1,1,0,-1,-1,-1,3,3,-1,-1,3,-1,-1,3,-1,1.0
0.12127814088598401,0.19716775599128541,0,-1,-1,1,1,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,1.0
0.11489508083935328,0.1830065359477124,0,-1,-1,1,0,-1,-1,-1,2,3,-1,-1,3,-1,-1,3,-1,2.0
0.10915032679738561,0.0915032679738562,0,-1,-1,0,1,-1,-1,-1,2,3,-1,-1,4,-1,-1,2,-1,3.0
0.10395269218798629,0.061002178649237467,0,-1,-1,0,1,-1,-1,-1,2,2,-1,-1,3,-1,-1,3,-1,3.0
0.1830065359477124,0.1830065359477124,0,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.0915032679738562,0.0915032679738562,0,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,4,-1,-1,2,-1,1.0
0.061002178649237467,0.061002178649237467,0,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,3,-1,-1,2,-1,1.0
0.0457516339869281,0.1830065359477124,0,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.03660130718954248,0.0915032679738562,0,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.030501089324618733,0.1830065359477124,0,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.0261437908496732,0.0915032679738562,0,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,3,-1,1.0
0.02287581699346405,0.1830065359477124,0,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,0,-1,2.0
0.020334059549745823,0.0915032679738562,0,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,2,-1,-1,2,-1,2.0
0.01830065359477124,0.1830065359477124,1,1,0,-1,0,-1,-1,-1,-1,2,-1,-1,2,-1,-1,2,-1,5.0
0.10754604872251931,0.5915032679738562,0,0,1,-1,0,-1,-1,-1,-1,3,-1,-1,3,-1,-1,3,-1,2.0
